Kiosk Biel/Bienne;Karotten;23.00;41.40
Kiosk Biel/Bienne;Zucchetti;21.50;36.55
Kiosk Biel/Bienne;Zwiebeln;15.20;27.36
Kiosk Biel/Bienne;Tomaten;8.50;25.50
Kiosk Biel/Bienne;Gurken;7.80;19.50
Kiosk Biel/Bienne;Kartoffeln;6.90;9.66
Kiosk Brugg;Peperoni;12.60;50.40
Kiosk Brugg;Broccoli;14.10;42.30
Kiosk Brugg;Gurken;16.40;41.00
Kiosk Brugg;Karotten;17.30;31.14
Kiosk Brugg;Kartoffeln;11.50;16.10
Kiosk Brugg;Kopfsalat;6.60;9.90
Kiosk Buelach;Peperoni;10.10;40.40
Kiosk Buelach;Zwiebeln;19.10;34.38
Kiosk Buelach;Karotten;13.00;23.40
Kiosk Buelach;Tomaten;7.30;21.90
Kiosk Buelach;Kartoffeln;11.80;16.52
Kiosk Buelach;Kopfsalat;7.60;11.40
Kiosk Burgdorf;Zucchetti;19.30;32.81
Kiosk Burgdorf;Tomaten;8.10;24.30
Kiosk Burgdorf;Zwiebeln;13.20;23.76
Kiosk Burgdorf;Gurken;8.00;20.00
Kiosk Burgdorf;Kopfsalat;11.30;16.95
Kiosk Derendingen;Tomaten;14.80;44.40
Kiosk Derendingen;Broccoli;9.90;29.70
Kiosk Derendingen;Peperoni;6.80;27.20
Kiosk Derendingen;Randen;14.10;25.38
Kiosk Derendingen;Gurken;8.60;21.50
Kiosk Derendingen;Kartoffeln;14.00;19.60
Kiosk Derendingen;Karotten;8.20;14.76
Kiosk Dietikon;Peperoni;15.30;61.20
Kiosk Dietikon;Zwiebeln;23.90;43.02
Kiosk Dietikon;Zucchetti;22.50;38.25
Kiosk Dietikon;Gurken;14.80;37.00
Kiosk Dietikon;Karotten;20.00;36.00
Kiosk Dietikon;Kopfsalat;22.70;34.05
Kiosk Dietikon;Broccoli;8.40;25.20
Kiosk Duebendorf;Tomaten;15.20;45.60
Kiosk Duebendorf;Gurken;17.00;42.50
Kiosk Duebendorf;Kopfsalat;19.70;29.55
Kiosk Duebendorf;Zucchetti;15.10;25.67
Kiosk Duebendorf;Randen;12.90;23.22
Kiosk Duebendorf;Zwiebeln;12.30;22.14
Kiosk Duebendorf;Kartoffeln;14.30;20.02
Kiosk Dulliken;Broccoli;25.40;76.20
Kiosk Dulliken;Tomaten;16.50;49.50
Kiosk Dulliken;Zwiebeln;24.00;43.20
Kiosk Dulliken;Randen;23.20;41.76
Kiosk Dulliken;Karotten;18.80;33.84
Kiosk Dulliken;Gurken;10.90;27.25
Kiosk Dulliken;Kartoffeln;15.40;21.56
Kiosk Ebikon;Peperoni;10.30;41.20
Kiosk Ebikon;Randen;16.80;30.24
Kiosk Ebikon;Broccoli;9.80;29.40
Kiosk Ebikon;Zwiebeln;12.90;23.22
Kiosk Ebikon;Kopfsalat;14.00;21.00
Kiosk Ebikon;Zucchetti;7.70;13.09
Kiosk Emmen;Gurken;19.40;48.50
Kiosk Emmen;Karotten;10.80;19.44
Kiosk Emmen;Kartoffeln;11.70;16.38
Kiosk Emmen;Kopfsalat;9.50;14.25
Kiosk Emmen;Randen;6.00;10.80
Kiosk Frutigen;Zwiebeln;21.70;39.06
Kiosk Frutigen;Zucchetti;17.70;30.09
Kiosk Frutigen;Randen;15.40;27.72
Kiosk Frutigen;Kopfsalat;15.90;23.85
Kiosk Frutigen;Gurken;9.20;23.00
Kiosk Frutigen;Kartoffeln;6.50;9.10
Kiosk Grenchen;Tomaten;15.90;47.70
Kiosk Grenchen;Broccoli;11.80;35.40
Kiosk Grenchen;Kopfsalat;19.20;28.80
Kiosk Grenchen;Randen;15.90;28.62
Kiosk Grenchen;Gurken;10.90;27.25
Kiosk Grenchen;Kartoffeln;16.80;23.52
Kiosk Hochdorf;Broccoli;23.50;70.50
Kiosk Hochdorf;Peperoni;17.10;68.40
Kiosk Hochdorf;Gurken;11.30;28.25
Kiosk Hochdorf;Zwiebeln;12.20;21.96
Kiosk Hochdorf;Kopfsalat;7.70;11.55
Kiosk Horgen;Tomaten;16.50;49.50
Kiosk Horgen;Gurken;16.80;42.00
Kiosk Horgen;Kopfsalat;8.20;12.30
Kiosk Horgen;Zucchetti;7.00;11.90
Kiosk Horw;Peperoni;19.70;78.80
Kiosk Horw;Broccoli;20.70;62.10
Kiosk Horw;Tomaten;16.70;50.10
Kiosk Horw;Zwiebeln;25.00;45.00
Kiosk Horw;Karotten;24.30;43.74
Kiosk Horw;Kopfsalat;18.10;27.15
Kiosk Horw;Zucchetti;9.90;16.83
Kiosk Illnau-Effretikon;Karotten;22.30;40.14
Kiosk Illnau-Effretikon;Tomaten;12.00;36.00
Kiosk Illnau-Effretikon;Zucchetti;19.90;33.83
Kiosk Illnau-Effretikon;Kartoffeln;22.80;31.92
Kiosk Illnau-Effretikon;Randen;11.80;21.24
Kiosk Interlaken;Broccoli;22.00;66.00
Kiosk Interlaken;Peperoni;14.90;59.60
Kiosk Interlaken;Gurken;22.80;57.00
Kiosk Interlaken;Zwiebeln;18.90;34.02
Kiosk Interlaken;Zucchetti;17.10;29.07
Kiosk Interlaken;Kopfsalat;17.60;26.40
Kiosk Interlaken;Kartoffeln;14.90;20.86
Kiosk Ittigen;Gurken;15.00;37.50
Kiosk Ittigen;Peperoni;6.20;24.80
Kiosk Ittigen;Randen;12.40;22.32
Kiosk Ittigen;Kopfsalat;7.60;11.40
Kiosk Kloten;Gurken;21.10;52.75
Kiosk Kloten;Randen;24.10;43.38
Kiosk Kloten;Peperoni;10.40;41.60
Kiosk Kloten;Zwiebeln;13.60;24.48
Kiosk Kloten;Zucchetti;11.00;18.70
Kiosk Kloten;Tomaten;5.90;17.70
Kiosk Koeniz;Peperoni;24.60;98.40
Kiosk Koeniz;Broccoli;15.40;46.20
Kiosk Koeniz;Randen;24.50;44.10
Kiosk Koeniz;Tomaten;8.70;26.10
Kiosk Konolfingen;Zwiebeln;22.90;41.22
Kiosk Konolfingen;Tomaten;12.00;36.00
Kiosk Konolfingen;Randen;13.80;24.84
Kiosk Konolfingen;Karotten;9.30;16.74
Kiosk Konolfingen;Kartoffeln;11.30;15.82
Kiosk Kriens;Broccoli;23.50;70.50
Kiosk Kriens;Tomaten;21.50;64.50
Kiosk Kriens;Peperoni;12.80;51.20
Kiosk Kriens;Gurken;18.80;47.00
Kiosk Kriens;Zucchetti;18.00;30.60
Kiosk Kriens;Zwiebeln;15.90;28.62
Kiosk Kriens;Randen;15.20;27.36
Kiosk Langendorf;Peperoni;9.60;38.40
Kiosk Langendorf;Zucchetti;19.20;32.64
Kiosk Langendorf;Broccoli;10.70;32.10
Kiosk Langendorf;Kartoffeln;19.90;27.86
Kiosk Langendorf;Gurken;10.90;27.25
Kiosk Langendorf;Kopfsalat;8.30;12.45
Kiosk Langenthal;Tomaten;18.50;55.50
Kiosk Langenthal;Zucchetti;15.30;26.01
Kiosk Langenthal;Kartoffeln;9.70;13.58
Kiosk Langenthal;Zwiebeln;6.70;12.06
Kiosk Langnau i.E.;Peperoni;24.20;96.80
Kiosk Langnau i.E.;Broccoli;17.70;53.10
Kiosk Langnau i.E.;Tomaten;14.90;44.70
Kiosk Langnau i.E.;Zucchetti;24.50;41.65
Kiosk Langnau i.E.;Kopfsalat;19.60;29.40
Kiosk Langnau i.E.;Kartoffeln;16.80;23.52
Kiosk Lenzburg;Kopfsalat;21.00;31.50
Kiosk Lenzburg;Zwiebeln;17.50;31.50
Kiosk Lenzburg;Tomaten;8.80;26.40
Kiosk Lenzburg;Zucchetti;13.90;23.63
Kiosk Lenzburg;Kartoffeln;14.90;20.86
Kiosk Lenzburg;Karotten;7.70;13.86
Kiosk Lenzburg;Gurken;5.10;12.75
Kiosk Luzern;Zwiebeln;24.70;44.46
Kiosk Luzern;Broccoli;12.20;36.60
Kiosk Luzern;Kopfsalat;21.50;32.25
Kiosk Luzern;Zucchetti;15.50;26.35
Kiosk Luzern;Kartoffeln;16.00;22.40
Kiosk Luzern;Gurken;8.50;21.25
Kiosk Malters;Tomaten;19.90;59.70
Kiosk Malters;Zucchetti;22.50;38.25
Kiosk Malters;Broccoli;10.30;30.90
Kiosk Malters;Gurken;6.30;15.75
Kiosk Malters;Kartoffeln;10.10;14.14
Kiosk Malters;Kopfsalat;8.10;12.15
Kiosk Meiringen;Peperoni;14.40;57.60
Kiosk Meiringen;Karotten;17.70;31.86
Kiosk Meiringen;Zwiebeln;14.90;26.82
Kiosk Meiringen;Randen;13.20;23.76
Kiosk Meiringen;Kartoffeln;16.70;23.38
Kiosk Meiringen;Zucchetti;13.70;23.29
Kiosk Moehlin;Peperoni;16.10;64.40
Kiosk Moehlin;Broccoli;13.80;41.40
Kiosk Moehlin;Gurken;14.50;36.25
Kiosk Moehlin;Kopfsalat;19.90;29.85
Kiosk Moehlin;Randen;16.00;28.80
Kiosk Moehlin;Zwiebeln;14.10;25.38
Kiosk Moehlin;Tomaten;7.90;23.70
Kiosk Muensingen;Peperoni;11.60;46.40
Kiosk Muensingen;Broccoli;11.90;35.70
Kiosk Muensingen;Gurken;7.70;19.25
Kiosk Muensingen;Kartoffeln;13.40;18.76
Kiosk Muensingen;Tomaten;6.20;18.60
Kiosk Muri bei Bern;Tomaten;17.70;53.10
Kiosk Muri bei Bern;Gurken;9.20;23.00
Kiosk Muri bei Bern;Kopfsalat;12.10;18.15
Kiosk Muri bei Bern;Zwiebeln;8.40;15.12
Kiosk Oensingen;Broccoli;23.70;71.10
Kiosk Oensingen;Tomaten;19.50;58.50
Kiosk Oensingen;Peperoni;8.70;34.80
Kiosk Oensingen;Kopfsalat;17.00;25.50
Kiosk Oensingen;Randen;10.90;19.62
Kiosk Oensingen;Karotten;7.20;12.96
Kiosk Oensingen;Zucchetti;7.50;12.75
Kiosk Oftringen;Peperoni;14.70;58.80
Kiosk Oftringen;Karotten;24.80;44.64
Kiosk Oftringen;Gurken;17.30;43.25
Kiosk Oftringen;Kartoffeln;14.20;19.88
Kiosk Oftringen;Kopfsalat;11.80;17.70
Kiosk Oftringen;Zucchetti;9.30;15.81
Kiosk Olten;Peperoni;23.80;95.20
Kiosk Olten;Tomaten;17.30;51.90
Kiosk Olten;Randen;19.70;35.46
Kiosk Olten;Zwiebeln;14.20;25.56
Kiosk Olten;Karotten;9.60;17.28
Kiosk Olten;Zucchetti;7.00;11.90
Kiosk Opfikon;Peperoni;24.30;97.20
Kiosk Opfikon;Tomaten;18.60;55.80
Kiosk Opfikon;Broccoli;15.20;45.60
Kiosk Opfikon;Kartoffeln;20.70;28.98
Kiosk Opfikon;Zwiebeln;10.40;18.72
Kiosk Opfikon;Karotten;9.00;16.20
Kiosk Regensdorf;Broccoli;14.60;43.80
Kiosk Regensdorf;Gurken;14.70;36.75
Kiosk Regensdorf;Randen;14.10;25.38
Kiosk Regensdorf;Zwiebeln;12.40;22.32
Kiosk Regensdorf;Kartoffeln;10.20;14.28
Kiosk Regensdorf;Zucchetti;8.00;13.60
Kiosk Regensdorf;Karotten;7.20;12.96
Kiosk Reiden;Broccoli;25.40;76.20
Kiosk Reiden;Peperoni;18.20;72.80
Kiosk Reiden;Gurken;16.30;40.75
Kiosk Reiden;Zucchetti;15.00;25.50
Kiosk Reiden;Kopfsalat;11.80;17.70
Kiosk Reiden;Zwiebeln;8.00;14.40
Kiosk Rheinfelden;Peperoni;13.70;54.80
Kiosk Rheinfelden;Gurken;21.50;53.75
Kiosk Rheinfelden;Randen;23.40;42.12
Kiosk Rheinfelden;Tomaten;14.00;42.00
Kiosk Rheinfelden;Zwiebeln;12.20;21.96
Kiosk Rheinfelden;Karotten;9.70;17.46
Kiosk Root;Peperoni;13.10;52.40
Kiosk Root;Tomaten;16.60;49.80
Kiosk Root;Gurken;13.90;34.75
Kiosk Root;Broccoli;11.50;34.50
Kiosk Root;Randen;12.70;22.86
Kiosk Root;Zucchetti;6.40;10.88
Kiosk Rothenburg;Tomaten;20.80;62.40
Kiosk Rothenburg;Randen;24.50;44.10
Kiosk Rothenburg;Gurken;17.20;43.00
Kiosk Rothenburg;Karotten;14.10;25.38
Kiosk Rothenburg;Peperoni;5.80;23.20
Kiosk Rueti;Peperoni;17.70;70.80
Kiosk Rueti;Gurken;23.50;58.75
Kiosk Rueti;Broccoli;12.80;38.40
Kiosk Rueti;Randen;15.50;27.90
Kiosk Rueti;Zucchetti;15.40;26.18
Kiosk Rueti;Zwiebeln;11.90;21.42
Kiosk Rueti;Kopfsalat;6.80;10.20
Kiosk Schuepfheim;Tomaten;21.20;63.60
Kiosk Schuepfheim;Gurken;17.10;42.75
Kiosk Schuepfheim;Broccoli;12.70;38.10
Kiosk Schuepfheim;Kartoffeln;18.50;25.90
Kiosk Schuepfheim;Kopfsalat;12.20;18.30
Kiosk Schuepfheim;Zucchetti;8.80;14.96
Kiosk Sempach;Peperoni;18.50;74.00
Kiosk Sempach;Randen;24.50;44.10
Kiosk Sempach;Gurken;14.00;35.00
Kiosk Sempach;Kartoffeln;22.20;31.08
Kiosk Sempach;Kopfsalat;17.30;25.95
Kiosk Solothurn;Peperoni;12.70;50.80
Kiosk Solothurn;Broccoli;14.90;44.70
Kiosk Solothurn;Kopfsalat;21.60;32.40
Kiosk Solothurn;Tomaten;9.40;28.20
Kiosk Solothurn;Randen;12.50;22.50
Kiosk Spiez;Tomaten;17.10;51.30
Kiosk Spiez;Zwiebeln;18.70;33.66
Kiosk Spiez;Karotten;18.20;32.76
Kiosk Spiez;Kartoffeln;22.30;31.22
Kiosk Spiez;Peperoni;7.70;30.80
Kiosk Spiez;Randen;13.10;23.58
Kiosk Steffisburg;Broccoli;15.40;46.20
Kiosk Steffisburg;Zwiebeln;22.90;41.22
Kiosk Steffisburg;Randen;15.70;28.26
Kiosk Steffisburg;Gurken;10.70;26.75
Kiosk Steffisburg;Karotten;14.70;26.46
Kiosk Steffisburg;Peperoni;6.30;25.20
Kiosk Sursee;Peperoni;7.90;31.60
Kiosk Sursee;Karotten;13.10;23.58
Kiosk Sursee;Gurken;7.80;19.50
Kiosk Sursee;Zwiebeln;8.60;15.48
Kiosk Thalwil;Peperoni;17.50;70.00
Kiosk Thalwil;Broccoli;15.90;47.70
Kiosk Thalwil;Karotten;23.30;41.94
Kiosk Thalwil;Gurken;8.50;21.25
Kiosk Thalwil;Zwiebeln;6.30;11.34
Kiosk Thun;Gurken;19.10;47.75
Kiosk Thun;Zwiebeln;18.40;33.12
Kiosk Thun;Kopfsalat;21.10;31.65
Kiosk Thun;Tomaten;6.50;19.50
Kiosk Thun;Zucchetti;9.00;15.30
Kiosk Trimbach;Peperoni;19.60;78.40
Kiosk Trimbach;Broccoli;18.90;56.70
Kiosk Trimbach;Zwiebeln;25.50;45.90
Kiosk Trimbach;Karotten;14.50;26.10
Kiosk Trimbach;Gurken;7.10;17.75
Kiosk Trimbach;Kopfsalat;10.40;15.60
Kiosk Uster;Peperoni;11.80;47.20
Kiosk Uster;Gurken;11.50;28.75
Kiosk Uster;Randen;10.30;18.54
Kiosk Uster;Zwiebeln;6.90;12.42
Kiosk Volketswil;Tomaten;19.40;58.20
Kiosk Volketswil;Broccoli;19.00;57.00
Kiosk Volketswil;Peperoni;10.30;41.20
Kiosk Volketswil;Gurken;15.30;38.25
Kiosk Volketswil;Randen;15.60;28.08
Kiosk Volketswil;Zucchetti;16.20;27.54
Kiosk Volketswil;Kartoffeln;6.90;9.66
Kiosk Waedenswil;Broccoli;15.30;45.90
Kiosk Waedenswil;Gurken;11.60;29.00
Kiosk Waedenswil;Tomaten;9.60;28.80
Kiosk Waedenswil;Karotten;13.60;24.48
Kiosk Waedenswil;Zucchetti;12.20;20.74
Kiosk Wallisellen;Broccoli;21.50;64.50
Kiosk Wallisellen;Tomaten;8.70;26.10
Kiosk Wallisellen;Zwiebeln;12.50;22.50
Kiosk Wallisellen;Kopfsalat;7.30;10.95
Kiosk Wattenwil;Zucchetti;25.30;43.01
Kiosk Wattenwil;Tomaten;11.80;35.40
Kiosk Wattenwil;Broccoli;8.60;25.80
Kiosk Wattenwil;Randen;11.10;19.98
Kiosk Wattenwil;Karotten;6.90;12.42
Kiosk Wettingen;Randen;26.10;46.98
Kiosk Wettingen;Kopfsalat;17.80;26.70
Kiosk Wettingen;Gurken;10.10;25.25
Kiosk Wettingen;Kartoffeln;16.30;22.82
Kiosk Wettingen;Tomaten;7.50;22.50
Kiosk Wettingen;Zucchetti;9.00;15.30
Kiosk Wetzikon;Tomaten;25.00;75.00
Kiosk Wetzikon;Peperoni;17.40;69.60
Kiosk Wetzikon;Randen;17.40;31.32
Kiosk Wetzikon;Kartoffeln;19.30;27.02
Kiosk Wetzikon;Broccoli;8.50;25.50
Kiosk Wetzikon;Kopfsalat;12.10;18.15
Kiosk Willisau;Peperoni;20.40;81.60
Kiosk Willisau;Tomaten;18.20;54.60
Kiosk Willisau;Gurken;17.60;44.00
Kiosk Willisau;Kartoffeln;14.00;19.60
Kiosk Winterthur;Tomaten;13.80;41.40
Kiosk Winterthur;Peperoni;9.40;37.60
Kiosk Winterthur;Kartoffeln;17.30;24.22
Kiosk Winterthur;Karotten;12.60;22.68
Kiosk Winterthur;Gurken;7.80;19.50
Kiosk Wohlen;Randen;18.60;33.48
Kiosk Wohlen;Gurken;12.40;31.00
Kiosk Wohlen;Kartoffeln;21.90;30.66
Kiosk Wohlen;Karotten;14.90;26.82
Kiosk Wohlen;Tomaten;5.50;16.50
Kiosk Worb;Broccoli;18.70;56.10
Kiosk Worb;Randen;24.70;44.46
Kiosk Worb;Gurken;10.40;26.00
Kiosk Worb;Tomaten;8.30;24.90
Kiosk Zofingen;Peperoni;22.00;88.00
Kiosk Zofingen;Karotten;14.90;26.82
Kiosk Zofingen;Kopfsalat;16.00;24.00
Kiosk Zofingen;Zwiebeln;8.00;14.40
Kiosk Zollikofen;Broccoli;13.50;40.50
Kiosk Zollikofen;Tomaten;9.40;28.20
Kiosk Zollikofen;Kopfsalat;16.70;25.05
Kiosk Zollikofen;Zucchetti;9.80;16.66
Kiosk Zuchwil;Broccoli;16.90;50.70
Kiosk Zuchwil;Zwiebeln;22.30;40.14
Kiosk Zuchwil;Tomaten;13.20;39.60
Kiosk Zuchwil;Zucchetti;21.50;36.55
Kiosk Zuchwil;Karotten;9.50;17.10
Kiosk Zuerich Altstetten;Gurken;27.20;68.00
Kiosk Zuerich Altstetten;Peperoni;16.80;67.20
Kiosk Zuerich Altstetten;Tomaten;8.00;24.00
Kiosk Zuerich Altstetten;Zucchetti;11.00;18.70
Kiosk Zuerich Altstetten;Karotten;8.00;14.40
Kiosk Zuerich Altstetten;Kartoffeln;6.30;8.82
Kiosk Zuerich Hauptbahnhof;Tomaten;13.30;39.90
Kiosk Zuerich Hauptbahnhof;Randen;19.30;34.74
Kiosk Zuerich Hauptbahnhof;Broccoli;7.80;23.40
Kiosk Zuerich Hauptbahnhof;Kartoffeln;16.20;22.68
Kiosk Zuerich Hauptbahnhof;Zwiebeln;12.10;21.78
Kiosk Zuerich Hauptbahnhof;Gurken;6.80;17.00
Kiosk Zuerich Oerlikon;Randen;22.30;40.14
Kiosk Zuerich Oerlikon;Broccoli;11.50;34.50
Kiosk Zuerich Oerlikon;Kartoffeln;19.90;27.86
Kiosk Zuerich Oerlikon;Zwiebeln;14.60;26.28
Kiosk Zuerich Oerlikon;Peperoni;6.10;24.40
